Isolates,Prediction,Observation,Antibiotic
11657_7#71,S,S,AMX
11657_7#72,R,R,AMX
11657_7#73,R,R,AMX
11657_7#74,S,S,AMX
11657_7#75,S,S,AMX
11657_7#76,R,R,AMX
11657_7#77,R,R,AMX
11657_7#78,S,S,AMX
11657_7#79,S,S,AMX
11657_7#80,S,R,AMX
11657_7#81,R,R,AMX
11657_7#82,R,R,AMX
11657_7#83,R,R,AMX
11657_7#84,R,R,AMX
11657_7#85,R,R,AMX
11657_7#86,R,R,AMX
11657_7#87,R,R,AMX
11657_7#88,S,S,AMX
11657_7#89,R,R,AMX
11657_7#90,S,S,AMX
11657_7#91,R,R,AMX
11657_7#92,R,R,AMX
11657_7#93,R,R,AMX
11657_7#94,R,R,AMX
11657_7#95,R,R,AMX
11657_7#96,S,S,AMX
11658_3#19,R,R,AMX
11658_3#20,S,S,AMX
11658_3#21,S,S,AMX
11658_3#22,R,R,AMX
11658_3#23,S,S,AMX
11658_3#24,R,R,AMX
11658_3#25,R,R,AMX
11658_3#26,R,R,AMX
11658_3#27,R,R,AMX
11658_3#28,R,R,AMX
11658_3#29,R,R,AMX
11658_3#30,S,S,AMX
11658_3#31,R,R,AMX
11658_3#32,R,R,AMX
11658_3#33,R,R,AMX
11658_3#34,S,S,AMX
11658_3#35,S,S,AMX
11658_3#36,S,S,AMX
11658_3#37,R,R,AMX
11658_3#38,R,R,AMX
11658_3#39,R,R,AMX
11658_3#40,R,R,AMX
11658_3#41,R,R,AMX
11658_3#42,R,R,AMX
11658_3#43,R,R,AMX
11658_3#44,S,S,AMX
11658_3#45,R,R,AMX
11658_3#46,S,S,AMX
11658_3#47,S,S,AMX
11658_3#48,S,S,AMX
11658_3#49,R,R,AMX
11658_3#50,S,S,AMX
11658_3#51,S,S,AMX
11658_3#52,S,S,AMX
11658_3#53,R,R,AMX
11658_3#54,R,R,AMX
11658_3#55,R,R,AMX
11658_3#56,R,R,AMX
11658_3#57,R,R,AMX
11658_3#58,R,R,AMX
11658_3#59,R,R,AMX
11658_3#60,R,R,AMX
11658_3#61,R,R,AMX
11658_3#62,R,R,AMX
11658_3#64,R,R,AMX
11658_3#65,S,S,AMX
11658_3#66,R,R,AMX
11658_3#67,S,S,AMX
11658_3#68,S,S,AMX
11658_3#69,R,R,AMX
11658_3#70,S,S,AMX
11658_3#71,S,S,AMX
11658_3#72,R,R,AMX
11658_3#73,S,S,AMX
11658_3#74,R,R,AMX
11658_3#75,S,S,AMX
11658_3#76,R,R,AMX
11658_3#77,R,R,AMX
11658_3#78,R,R,AMX
11658_3#79,S,S,AMX
11658_3#80,R,R,AMX
11658_3#81,S,S,AMX
11658_3#82,S,S,AMX
11658_3#83,S,S,AMX
11658_3#84,S,S,AMX
11658_3#85,R,R,AMX
11658_3#87,S,S,AMX
11658_3#88,R,R,AMX
11658_3#89,R,R,AMX
11658_3#92,R,R,AMX
11658_3#93,S,S,AMX
11658_3#94,R,R,AMX
11658_3#95,R,R,AMX
11658_3#96,S,S,AMX
11658_4#26,R,R,AMX
11658_4#27,R,R,AMX
11658_4#29,R,R,AMX
11658_4#30,R,R,AMX
11658_4#31,S,S,AMX
11658_4#32,R,R,AMX
11658_4#33,R,R,AMX
11658_4#34,S,S,AMX
11658_4#35,R,R,AMX
11658_4#36,S,S,AMX
11658_4#37,R,R,AMX
11658_4#38,R,R,AMX
11658_4#39,R,R,AMX
11658_4#40,S,S,AMX
11658_4#41,S,S,AMX
11658_4#42,R,R,AMX
11658_4#43,S,S,AMX
11658_4#44,S,S,AMX
11658_4#45,S,S,AMX
11658_4#46,R,R,AMX
11658_4#47,S,S,AMX
11658_4#48,R,R,AMX
11658_4#49,S,S,AMX
11658_4#50,S,S,AMX
11658_4#51,R,R,AMX
11658_4#52,R,R,AMX
11658_4#53,R,R,AMX
11658_4#54,R,R,AMX
11658_4#55,R,R,AMX
11658_4#56,S,S,AMX
11658_4#57,R,R,AMX
11658_4#58,R,R,AMX
11658_4#59,R,R,AMX
11658_4#60,R,R,AMX
11658_4#61,R,R,AMX
11658_4#62,S,S,AMX
11658_4#63,R,R,AMX
11658_4#64,S,S,AMX
11658_4#65,R,R,AMX
11658_4#66,R,R,AMX
11658_4#67,R,R,AMX
11658_4#68,R,R,AMX
11658_4#69,S,S,AMX
11658_4#70,R,R,AMX
11658_4#71,R,R,AMX
11658_4#72,R,R,AMX
11658_4#73,S,S,AMX
11658_4#74,R,R,AMX
11658_4#75,R,R,AMX
11658_4#76,R,R,AMX
11658_4#77,S,S,AMX
11658_4#78,S,S,AMX
11658_4#79,R,R,AMX
11658_4#80,R,R,AMX
11658_4#81,R,R,AMX
11658_4#82,R,R,AMX
11658_4#83,R,R,AMX
11658_4#84,S,S,AMX
11658_4#85,R,R,AMX
11658_4#86,S,S,AMX
11658_4#87,R,R,AMX
11658_4#88,R,R,AMX
11658_4#89,S,S,AMX
11658_4#90,R,R,AMX
11658_4#91,S,S,AMX
11658_4#92,R,R,AMX
11658_4#93,R,R,AMX
11658_4#94,S,S,AMX
11658_4#95,S,S,AMX
11658_4#96,S,R,AMX
11658_5#58,S,S,AMX
11658_5#59,R,R,AMX
11658_5#60,S,S,AMX
11658_5#61,R,R,AMX
11658_5#62,S,S,AMX
11658_5#63,R,R,AMX
11658_5#64,S,S,AMX
11658_5#65,S,S,AMX
11658_5#66,R,R,AMX
11658_5#67,R,R,AMX
11658_5#68,S,S,AMX
11658_5#69,S,S,AMX
11658_5#70,S,S,AMX
11658_5#71,S,S,AMX
11658_5#72,S,S,AMX
11658_5#73,S,S,AMX
11658_5#74,R,R,AMX
11658_5#75,S,S,AMX
11658_5#76,S,S,AMX
11658_5#77,S,R,AMX
11658_5#78,R,R,AMX
11658_5#79,S,S,AMX
11658_5#80,R,R,AMX
11658_5#81,R,R,AMX
11658_5#82,R,R,AMX
11658_5#83,R,R,AMX
11658_5#84,R,R,AMX
11658_5#85,R,R,AMX
11658_5#86,S,S,AMX
11658_5#87,R,R,AMX
11658_5#88,R,R,AMX
11658_5#89,S,S,AMX
11658_5#90,R,R,AMX
11658_5#91,S,S,AMX
11658_5#92,R,R,AMX
11658_5#93,R,R,AMX
11658_5#94,R,R,AMX
11658_5#95,S,S,AMX
11658_5#96,R,R,AMX
11658_6#58,S,S,AMX
11658_6#59,R,R,AMX
11658_6#60,S,S,AMX
11658_6#61,S,S,AMX
11658_6#62,S,S,AMX
11658_6#63,R,R,AMX
11658_6#64,R,R,AMX
11658_6#65,R,R,AMX
11658_6#66,S,S,AMX
11658_6#67,S,S,AMX
11658_6#68,S,S,AMX
11658_6#69,S,S,AMX
11658_6#70,S,S,AMX
11658_6#71,R,R,AMX
11658_6#72,R,R,AMX
11658_6#73,R,R,AMX
11658_6#74,R,R,AMX
11658_6#75,R,R,AMX
11658_6#76,S,S,AMX
11658_6#77,S,S,AMX
11658_6#78,S,S,AMX
11658_6#79,R,R,AMX
11658_6#80,S,S,AMX
11658_6#81,R,R,AMX
11658_6#82,R,R,AMX
11658_6#83,S,S,AMX
11658_6#84,S,S,AMX
11658_6#85,S,S,AMX
11658_6#86,S,S,AMX
11658_6#87,S,S,AMX
11658_6#88,R,R,AMX
11658_6#89,S,S,AMX
11658_6#90,S,S,AMX
11658_6#91,R,R,AMX
11658_6#92,S,S,AMX
11658_6#93,S,S,AMX
11658_6#94,S,S,AMX
11658_6#95,R,R,AMX
11658_6#96,R,R,AMX
11658_7#39,S,S,AMX
11658_7#41,R,R,AMX
11658_7#42,R,R,AMX
11658_7#43,R,R,AMX
11658_7#44,R,R,AMX
11658_7#45,R,R,AMX
11658_7#46,S,S,AMX
11658_7#47,R,R,AMX
11658_7#48,S,S,AMX
11658_7#49,S,S,AMX
11658_7#50,R,R,AMX
11658_7#51,R,R,AMX
11658_7#52,R,R,AMX
11658_7#53,R,R,AMX
11658_7#54,S,S,AMX
11658_7#55,S,S,AMX
11658_7#56,R,R,AMX
11658_7#57,R,R,AMX
11658_7#58,R,R,AMX
11658_7#59,R,R,AMX
11658_7#60,S,S,AMX
11658_7#62,S,S,AMX
11658_7#63,R,R,AMX
11658_7#64,R,R,AMX
11658_7#65,R,R,AMX
11658_7#66,R,R,AMX
11658_7#67,R,R,AMX
11658_7#68,S,S,AMX
11658_7#69,R,R,AMX
11658_7#70,R,R,AMX
11658_7#71,S,S,AMX
11658_7#72,S,S,AMX
11658_7#73,S,S,AMX
11658_7#74,R,R,AMX
11658_7#75,R,R,AMX
11658_7#76,R,R,AMX
11658_7#77,R,R,AMX
11658_7#78,R,R,AMX
11658_7#79,S,S,AMX
11658_7#80,R,R,AMX
11658_7#81,S,S,AMX
11658_7#82,S,S,AMX
11658_7#83,R,R,AMX
11658_7#84,R,R,AMX
11658_7#85,R,R,AMX
11658_7#86,R,R,AMX
11658_7#87,S,S,AMX
11658_7#88,S,S,AMX
11658_7#89,R,R,AMX
11658_7#90,R,R,AMX
11658_7#91,S,S,AMX
11658_7#92,R,R,AMX
11658_7#93,R,R,AMX
11658_7#94,S,S,AMX
11658_7#95,S,S,AMX
11658_7#96,S,S,AMX
11658_8#58,S,S,AMX
11658_8#59,S,S,AMX
11658_8#60,R,R,AMX
11658_8#61,S,S,AMX
11658_8#62,S,S,AMX
11658_8#63,R,R,AMX
11658_8#64,R,R,AMX
11658_8#65,S,S,AMX
11658_8#66,R,R,AMX
11658_8#67,R,R,AMX
11658_8#68,R,R,AMX
11658_8#69,R,R,AMX
11658_8#70,R,R,AMX
11658_8#71,R,R,AMX
11658_8#72,S,S,AMX
11658_8#73,R,R,AMX
11658_8#74,S,S,AMX
11658_8#75,R,R,AMX
11658_8#76,R,R,AMX
11658_8#77,R,R,AMX
11658_8#78,R,R,AMX
11658_8#79,S,S,AMX
11658_8#80,S,S,AMX
11658_8#81,R,R,AMX
11658_8#82,S,S,AMX
11658_8#83,S,S,AMX
11658_8#84,R,R,AMX
11658_8#85,S,S,AMX
11658_8#86,S,S,AMX
11658_8#87,S,S,AMX
11658_8#88,S,S,AMX
11658_8#89,R,R,AMX
11658_8#90,S,S,AMX
11658_8#91,R,R,AMX
11658_8#92,R,R,AMX
11658_8#93,R,R,AMX
11658_8#94,R,R,AMX
11658_8#95,R,R,AMX
11658_8#96,R,R,AMX
11679_4#17,S,S,AMX
11679_4#18,S,S,AMX
11679_4#19,R,R,AMX
11679_4#20,R,R,AMX
11679_4#21,R,R,AMX
11679_4#22,R,R,AMX
11679_4#23,R,R,AMX
11679_4#24,S,S,AMX
11679_4#25,R,R,AMX
11679_4#26,S,S,AMX
11679_4#27,R,R,AMX
11679_4#28,S,R,AMX
11679_4#29,R,R,AMX
11679_4#30,S,S,AMX
11679_4#31,R,R,AMX
11679_4#32,R,R,AMX
11679_4#33,S,R,AMX
11679_4#34,R,R,AMX
11679_4#35,R,R,AMX
11679_4#36,R,R,AMX
11679_4#37,S,S,AMX
11679_4#38,R,R,AMX
11679_4#39,R,R,AMX
11679_4#40,R,R,AMX
11679_4#41,R,R,AMX
11679_4#42,S,S,AMX
11679_4#43,R,R,AMX
11679_4#44,R,R,AMX
11679_4#45,S,S,AMX
11679_4#46,R,R,AMX
11679_4#47,S,S,AMX
11679_4#48,R,R,AMX
11679_4#49,S,S,AMX
11679_4#50,R,R,AMX
11679_4#52,R,R,AMX
11679_4#53,R,R,AMX
11679_4#54,R,R,AMX
11679_4#55,S,S,AMX
11679_4#56,R,R,AMX
11679_4#57,R,R,AMX
11679_4#58,R,R,AMX
11679_4#59,S,S,AMX
11679_4#60,R,R,AMX
11679_4#61,R,R,AMX
11679_4#62,S,S,AMX
11679_4#63,S,S,AMX
11679_4#64,R,R,AMX
11679_4#65,R,R,AMX
11679_4#66,R,R,AMX
11679_4#67,R,R,AMX
11679_4#68,R,R,AMX
11679_4#69,S,S,AMX
11679_4#70,S,S,AMX
11679_4#71,R,R,AMX
11679_4#72,R,R,AMX
11679_4#73,R,R,AMX
11679_4#74,R,R,AMX
11679_4#75,R,R,AMX
11679_4#76,R,R,AMX
11679_4#77,R,R,AMX
11679_4#78,S,S,AMX
11679_4#79,R,R,AMX
11679_4#80,S,S,AMX
11679_4#81,R,R,AMX
11679_4#82,S,S,AMX
11679_4#83,R,R,AMX
11679_4#84,S,S,AMX
11679_4#85,R,R,AMX
11679_4#86,S,S,AMX
11679_4#87,R,R,AMX
11679_4#88,S,S,AMX
11679_4#89,R,R,AMX
11679_4#90,R,R,AMX
11679_4#91,R,R,AMX
11679_4#92,R,R,AMX
11679_4#93,S,S,AMX
11679_4#94,R,R,AMX
11679_4#95,R,R,AMX
11679_4#96,R,R,AMX
11679_5#14,R,R,AMX
11679_5#15,S,S,AMX
11679_5#16,R,R,AMX
11679_5#17,R,R,AMX
11679_5#18,R,R,AMX
11679_5#19,R,R,AMX
11679_5#20,S,S,AMX
11679_5#21,R,R,AMX
11679_5#22,R,R,AMX
11679_5#23,R,R,AMX
11679_5#24,S,S,AMX
11679_5#25,S,S,AMX
11679_5#26,S,S,AMX
11679_5#27,R,R,AMX
11679_5#28,R,R,AMX
11679_5#29,S,S,AMX
11679_5#30,S,S,AMX
11679_5#31,S,R,AMX
11679_5#32,S,S,AMX
11679_5#33,R,R,AMX
11679_5#34,S,S,AMX
11679_5#35,R,R,AMX
11679_5#36,R,R,AMX
11679_5#37,R,R,AMX
11679_5#38,S,S,AMX
11679_5#39,S,S,AMX
11679_5#40,S,S,AMX
11679_5#41,S,S,AMX
11679_5#42,R,R,AMX
11679_5#43,R,R,AMX
11679_5#44,R,R,AMX
11679_5#45,S,S,AMX
11679_5#46,S,S,AMX
11679_5#47,S,S,AMX
11679_5#48,R,R,AMX
11679_5#49,R,R,AMX
11679_5#50,R,R,AMX
11679_5#51,R,R,AMX
11679_5#52,R,R,AMX
11679_5#53,R,R,AMX
11679_5#54,R,R,AMX
11679_5#55,R,R,AMX
11679_5#56,S,S,AMX
11679_5#57,R,R,AMX
11679_5#58,R,R,AMX
11679_5#59,R,R,AMX
11679_5#60,S,S,AMX
11679_5#61,R,R,AMX
11679_5#62,S,S,AMX
11679_5#63,R,R,AMX
11679_5#64,S,S,AMX
11679_5#65,R,R,AMX
11679_5#66,R,R,AMX
11679_5#67,R,R,AMX
11679_5#68,R,R,AMX
11679_5#69,S,S,AMX
11679_5#70,S,S,AMX
11679_5#71,R,R,AMX
11679_5#72,R,R,AMX
11679_5#73,R,R,AMX
11679_5#74,S,S,AMX
11679_5#75,R,R,AMX
11679_5#76,R,R,AMX
11679_5#77,R,R,AMX
11679_5#78,R,R,AMX
11679_5#79,R,R,AMX
11679_5#80,R,R,AMX
11679_5#81,S,S,AMX
11679_5#82,S,S,AMX
11679_5#83,R,R,AMX
11679_5#84,R,R,AMX
11679_5#85,S,S,AMX
11679_5#86,R,R,AMX
11679_5#87,S,S,AMX
11679_5#88,S,S,AMX
11679_5#89,R,R,AMX
11679_5#90,S,S,AMX
11679_5#91,R,R,AMX
11679_5#92,R,R,AMX
11679_5#93,S,S,AMX
11679_5#94,R,R,AMX
11679_5#95,R,R,AMX
11679_5#96,R,R,AMX
11679_6#18,S,S,AMX
11679_6#19,S,S,AMX
11679_6#20,S,S,AMX
11679_6#21,S,S,AMX
11679_6#22,R,R,AMX
11679_6#23,R,R,AMX
11679_6#24,R,R,AMX
11679_6#25,R,R,AMX
11679_6#26,S,S,AMX
11679_6#27,R,R,AMX
11679_6#28,R,R,AMX
11679_6#29,S,S,AMX
11679_6#30,R,R,AMX
11679_6#31,R,R,AMX
11679_6#32,S,S,AMX
11679_6#33,R,R,AMX
11679_6#34,R,R,AMX
11679_6#35,S,S,AMX
11679_6#36,R,R,AMX
11679_6#37,R,R,AMX
11679_6#38,R,R,AMX
11679_6#39,S,S,AMX
11679_6#40,R,R,AMX
11679_6#41,S,S,AMX
11679_6#42,S,S,AMX
11679_6#43,S,S,AMX
11679_6#44,R,R,AMX
11679_6#45,R,R,AMX
11679_6#46,R,R,AMX
11679_6#47,R,R,AMX
11679_6#48,R,R,AMX
11679_6#49,R,R,AMX
11679_6#50,S,S,AMX
11679_6#51,R,R,AMX
11679_6#52,S,R,AMX
11679_6#53,R,R,AMX
11679_6#54,S,S,AMX
11679_6#55,R,R,AMX
11679_6#56,R,R,AMX
11679_6#57,S,S,AMX
11679_6#58,S,S,AMX
11679_6#59,R,R,AMX
11679_6#60,R,R,AMX
11679_6#61,S,S,AMX
11679_6#62,S,R,AMX
11679_6#63,R,R,AMX
11679_6#64,R,R,AMX
11679_6#65,S,S,AMX
11679_6#66,S,S,AMX
11679_6#67,R,R,AMX
11679_6#68,R,R,AMX
11679_6#69,S,S,AMX
11679_6#70,R,R,AMX
11679_6#71,S,S,AMX
11679_6#72,R,R,AMX
11679_6#73,R,R,AMX
11679_6#74,R,R,AMX
11679_6#75,R,R,AMX
11679_6#76,S,S,AMX
11679_6#77,R,R,AMX
11679_6#78,R,R,AMX
11679_6#79,R,R,AMX
11679_6#80,S,S,AMX
11679_6#81,R,R,AMX
11679_6#82,S,S,AMX
11679_6#83,R,R,AMX
11679_6#84,R,R,AMX
11679_6#85,R,R,AMX
11679_6#86,R,R,AMX
11679_6#87,S,R,AMX
11679_6#88,R,R,AMX
11679_6#89,R,R,AMX
11679_6#91,S,S,AMX
11679_6#92,R,R,AMX
11679_6#93,R,R,AMX
11679_6#94,R,R,AMX
11679_6#95,R,R,AMX
11679_6#96,S,S,AMX
11679_7#14,R,R,AMX
11679_7#15,R,R,AMX
11679_7#16,S,S,AMX
11679_7#17,S,S,AMX
11679_7#18,R,R,AMX
11679_7#19,R,R,AMX
11679_7#21,R,R,AMX
11679_7#22,R,R,AMX
11679_7#23,S,S,AMX
11679_7#24,R,R,AMX
11679_7#26,R,R,AMX
11679_7#27,S,S,AMX
11679_7#28,S,S,AMX
11679_7#29,S,S,AMX
11679_7#30,S,S,AMX
11679_7#31,S,S,AMX
11679_7#32,R,R,AMX
11679_7#34,S,S,AMX
11679_7#35,R,R,AMX
11679_7#36,S,S,AMX
11679_7#37,R,R,AMX
11679_7#38,S,S,AMX
11679_7#39,S,S,AMX
11679_7#40,S,S,AMX
11679_7#41,R,R,AMX
11679_7#42,R,R,AMX
11679_7#43,R,R,AMX
11679_7#44,R,R,AMX
11679_7#45,R,R,AMX
11679_7#46,R,R,AMX
11679_7#47,R,R,AMX
11679_7#48,S,S,AMX
11679_7#49,R,R,AMX
11679_7#50,R,R,AMX
11679_7#51,R,R,AMX
11679_7#52,S,S,AMX
11679_7#53,S,R,AMX
11679_7#54,R,R,AMX
11679_7#55,S,S,AMX
11679_7#56,R,R,AMX
11679_7#57,R,R,AMX
11679_7#58,R,R,AMX
11679_7#59,S,S,AMX
11679_7#60,S,S,AMX
11679_7#61,R,R,AMX
11679_7#62,R,R,AMX
11679_7#63,R,R,AMX
11679_7#64,S,S,AMX
11679_7#65,S,S,AMX
11679_7#66,R,R,AMX
11679_7#67,S,S,AMX
11679_7#68,S,S,AMX
11679_7#69,S,S,AMX
11679_7#70,R,R,AMX
11679_7#71,S,S,AMX
11679_7#72,S,S,AMX
11679_7#73,S,S,AMX
11679_7#74,R,R,AMX
11679_7#75,R,R,AMX
11679_7#76,R,R,AMX
11679_7#77,R,R,AMX
11679_7#78,S,S,AMX
11679_7#79,R,R,AMX
11679_7#80,S,S,AMX
11679_7#81,S,S,AMX
11679_7#82,R,R,AMX
11679_7#83,R,R,AMX
11679_7#84,S,S,AMX
11679_7#85,S,S,AMX
11679_7#86,S,S,AMX
11679_7#87,S,S,AMX
11679_7#88,S,S,AMX
11679_7#89,S,S,AMX
11679_7#90,R,R,AMX
11679_7#91,S,S,AMX
11679_7#92,S,S,AMX
11679_7#93,R,S,AMX
11679_7#94,S,S,AMX
11679_7#95,R,R,AMX
11679_7#96,S,S,AMX
11679_8#12,S,S,AMX
11679_8#13,S,S,AMX
11679_8#14,S,S,AMX
11679_8#15,R,R,AMX
11679_8#16,R,R,AMX
11679_8#17,S,S,AMX
11679_8#18,S,S,AMX
11679_8#19,S,S,AMX
11679_8#20,R,R,AMX
11679_8#21,R,R,AMX
11679_8#22,R,R,AMX
11679_8#23,S,S,AMX
11679_8#24,S,S,AMX
11679_8#25,S,S,AMX
11679_8#26,R,R,AMX
11679_8#27,R,R,AMX
11679_8#28,R,R,AMX
11679_8#29,S,S,AMX
11679_8#30,S,S,AMX
11679_8#31,R,R,AMX
11679_8#32,R,R,AMX
11679_8#33,R,R,AMX
11679_8#34,S,S,AMX
11679_8#35,R,R,AMX
11679_8#36,R,R,AMX
11679_8#37,S,S,AMX
11679_8#38,S,S,AMX
11679_8#39,S,S,AMX
11679_8#40,R,R,AMX
11679_8#41,R,R,AMX
11679_8#42,R,R,AMX
11679_8#43,R,R,AMX
11679_8#44,S,S,AMX
11679_8#45,S,S,AMX
11679_8#46,S,S,AMX
11679_8#47,R,R,AMX
11679_8#48,R,R,AMX
11679_8#49,R,R,AMX
11679_8#50,R,R,AMX
11679_8#52,S,S,AMX
11679_8#53,S,S,AMX
11679_8#54,S,S,AMX
11679_8#55,R,R,AMX
11679_8#56,R,R,AMX
11679_8#57,R,R,AMX
11679_8#58,R,R,AMX
11679_8#59,R,R,AMX
11679_8#60,S,S,AMX
11679_8#61,R,R,AMX
11679_8#62,S,S,AMX
11679_8#63,R,R,AMX
11679_8#64,R,R,AMX
11679_8#65,R,R,AMX
11679_8#66,R,R,AMX
11679_8#67,R,R,AMX
11679_8#68,R,R,AMX
11679_8#69,R,R,AMX
11679_8#70,R,R,AMX
11679_8#71,R,R,AMX
11679_8#72,S,S,AMX
11679_8#73,R,R,AMX
11679_8#74,S,S,AMX
11679_8#75,R,R,AMX
11679_8#76,R,R,AMX
11679_8#77,S,S,AMX
11679_8#78,S,S,AMX
11679_8#79,R,R,AMX
11679_8#80,R,R,AMX
11679_8#81,S,S,AMX
11679_8#82,R,R,AMX
11679_8#83,R,R,AMX
11679_8#84,R,R,AMX
11679_8#85,R,R,AMX
11679_8#86,S,S,AMX
11679_8#87,R,R,AMX
11679_8#88,R,R,AMX
11679_8#89,R,R,AMX
11679_8#90,R,R,AMX
11679_8#91,S,S,AMX
11679_8#92,R,R,AMX
11679_8#93,S,S,AMX
11679_8#94,S,R,AMX
11679_8#95,R,R,AMX
11679_8#96,R,R,AMX
11791_3#10,S,S,AMX
11791_3#11,S,S,AMX
11791_3#12,S,S,AMX
11791_3#13,R,R,AMX
11791_3#14,R,R,AMX
11791_3#15,S,S,AMX
11791_3#16,S,S,AMX
11791_3#17,R,R,AMX
11791_3#18,R,R,AMX
11791_3#19,R,R,AMX
11791_3#20,R,R,AMX
11791_3#21,R,R,AMX
11791_3#22,R,R,AMX
11791_3#23,R,R,AMX
11791_3#24,R,R,AMX
11791_3#25,R,R,AMX
11791_3#26,R,R,AMX
11791_3#27,S,S,AMX
11791_3#28,R,R,AMX
11791_3#29,R,R,AMX
11791_3#30,R,R,AMX
11791_3#31,S,S,AMX
11791_3#32,R,R,AMX
11791_3#33,R,R,AMX
11791_3#34,R,R,AMX
11791_3#35,S,S,AMX
11791_3#36,S,S,AMX
11791_3#37,R,R,AMX
11791_3#38,S,S,AMX
11791_3#39,R,R,AMX
11791_3#40,S,S,AMX
11791_3#41,S,S,AMX
11791_3#42,S,S,AMX
11791_3#43,R,R,AMX
11791_3#44,R,R,AMX
11791_3#45,S,S,AMX
11791_3#46,R,R,AMX
11791_3#47,S,S,AMX
11791_3#48,R,R,AMX
11791_3#49,S,S,AMX
11791_3#50,R,R,AMX
11791_3#51,R,R,AMX
11791_3#52,R,R,AMX
11791_3#53,S,S,AMX
11791_3#54,S,S,AMX
11791_3#55,R,R,AMX
11791_3#56,R,R,AMX
11791_3#57,R,R,AMX
11791_3#58,S,S,AMX
11791_3#59,S,S,AMX
11791_3#60,S,S,AMX
11791_3#61,R,R,AMX
11791_3#62,S,S,AMX
11791_3#63,R,R,AMX
11791_3#64,R,R,AMX
11791_3#65,R,R,AMX
11791_3#66,R,R,AMX
11791_3#67,S,S,AMX
11791_3#6,R,R,AMX
11791_3#70,R,R,AMX
11791_3#71,S,S,AMX
11791_3#72,R,R,AMX
11791_3#73,S,S,AMX
11791_3#74,R,R,AMX
11791_3#75,R,R,AMX
11791_3#76,S,S,AMX
11791_3#77,R,R,AMX
11791_3#78,R,R,AMX
11791_3#79,S,S,AMX
11791_3#7,S,S,AMX
11791_3#80,R,R,AMX
11791_3#81,R,R,AMX
11791_3#82,S,S,AMX
11791_3#83,S,S,AMX
11791_3#84,S,S,AMX
11791_3#85,R,R,AMX
11791_3#86,S,S,AMX
11791_3#87,R,S,AMX
11791_3#88,S,S,AMX
11791_3#89,R,R,AMX
11791_3#8,S,S,AMX
11791_3#90,R,R,AMX
11791_3#91,R,R,AMX
11791_3#92,R,R,AMX
11791_3#93,R,R,AMX
11791_3#94,S,S,AMX
11791_3#95,R,R,AMX
11791_3#96,R,R,AMX
11791_3#9,S,S,AMX
11791_6#12,R,R,AMX
11791_6#13,R,R,AMX
11791_6#14,R,R,AMX
11791_6#15,S,S,AMX
11791_6#16,S,S,AMX
11791_6#17,S,S,AMX
11791_6#18,R,R,AMX
11791_6#19,S,S,AMX
11791_6#20,R,R,AMX
11791_6#21,S,S,AMX
11791_6#22,S,S,AMX
11791_6#23,R,R,AMX
11791_6#24,R,R,AMX
11791_6#25,R,R,AMX
11791_6#26,R,R,AMX
11791_6#27,R,R,AMX
11791_6#28,R,R,AMX
11791_6#29,R,R,AMX
11791_6#30,R,R,AMX
11791_6#32,R,R,AMX
11791_6#33,R,R,AMX
11791_6#34,R,R,AMX
11791_6#35,R,R,AMX
11791_6#36,R,R,AMX
11791_6#37,R,R,AMX
11791_6#38,S,S,AMX
11791_6#39,S,S,AMX
11791_7#37,S,S,AMX
11791_7#38,S,S,AMX
11791_7#39,R,R,AMX
11791_7#40,S,S,AMX
11791_7#41,S,S,AMX
11791_7#42,R,R,AMX
11791_7#44,S,R,AMX
11791_7#45,S,S,AMX
11791_7#46,S,S,AMX
11791_7#47,R,R,AMX
11791_7#48,S,S,AMX
11791_7#49,R,R,AMX
11791_7#50,S,S,AMX
11791_7#51,R,R,AMX
11791_7#52,S,S,AMX
11791_7#53,R,R,AMX
11791_7#54,S,S,AMX
11791_7#55,R,R,AMX
11791_7#56,R,R,AMX
11791_7#57,R,R,AMX
11791_7#58,R,R,AMX
11791_7#59,R,R,AMX
11791_7#60,R,R,AMX
11791_7#61,S,S,AMX
11791_7#62,S,S,AMX
11791_7#63,S,S,AMX
11791_7#64,R,R,AMX
11791_7#65,R,R,AMX
11791_7#66,R,R,AMX
11791_7#67,R,R,AMX
11791_7#68,S,S,AMX
11791_7#69,R,S,AMX
11791_7#70,S,S,AMX
11893_8#71,S,S,AMX
12045_3#57,S,S,AMX
12045_3#58,R,R,AMX
12045_3#59,R,R,AMX
12045_3#60,S,S,AMX
12045_3#61,R,R,AMX
12045_3#62,R,R,AMX
12045_3#63,R,R,AMX
12045_3#64,R,R,AMX
12045_3#65,S,S,AMX
12045_3#66,R,R,AMX
12045_3#67,S,S,AMX
11657_5#10,S,S,AMC
11657_5#11,R,R,AMC
11657_5#12,S,S,AMC
11657_5#13,R,R,AMC
11657_5#14,S,S,AMC
11657_5#15,S,S,AMC
11657_5#16,R,R,AMC
11657_5#17,S,S,AMC
11657_5#18,S,S,AMC
11657_5#19,S,S,AMC
11657_5#1,S,R,AMC
11657_5#20,S,S,AMC
11657_5#21,S,S,AMC
11657_5#22,S,S,AMC
11657_5#23,S,S,AMC
11657_5#24,R,R,AMC
11657_5#25,S,S,AMC
11657_5#26,S,S,AMC
11657_5#27,S,S,AMC
11657_5#28,S,S,AMC
11657_5#29,S,S,AMC
11657_5#2,S,S,AMC
11657_5#30,R,R,AMC
